Title,Genre,Runtime,Rating
Immortal,"Action,Animation,Crime,Drama,Sci-Fi",103,6.0
Imaginaerum,"Action,Drama,Fantasy,Musical",86,6.3
I'll See You in My Dreams,"Action,Comedy,Drama,Romance",92,6.7
Ill Manors,"Action,Crime,Drama",121,7.1
I'll Follow You Down,"Action,Drama,Mystery,Sci-Fi",93,6.1
If I Stay,"Action,Drama,Fantasy,Music,Romance",107,6.8
Idiocracy,"Action,Adventure,Comedy,Sci-Fi,Thriller",84,6.6
Identity,"Action,Mystery,Thriller",90,7.3
Ice Age: The Meltdown,"Action,Adventure,Animation,Comedy,Family",91,6.8
Ice Age: Dawn of the Dinosaurs,"Action,Adventure,Animation,Comedy,Family",94,7.0
Ice Age: Continental Drift,"Action,Adventure,Animation,Comedy,Family",88,6.6
Ice Age: A Mammoth Christmas,"Action,Adventure,Animation,Comedy,Family",26,6.5
I Spit on Your Grave,"Action,Crime,Horror,Thriller",108,6.3
"I, Robot","Action,Crime,Drama,Mystery,Sci-Fi",115,7.1
I Origins,"Action,Drama,Romance,Sci-Fi",106,7.4
I Now Pronounce You Chuck & Larry,"Action,Comedy,Romance",115,6.0
I Love You Phillip Morris,"Action,Biography,Comedy,Crime,Drama",102,6.6
"I Love You, Man","Action,Comedy,Romance",105,7.0
I Declare War,"Action,Comedy,Drama",94,6.0
I Am Santa Claus,"Action,Comedy,Documentary,Drama",89,6.7
I Am Sam,"Action,Drama",132,7.6
I Am Number Four,"Action,Adventure,Sci-Fi,Thriller",111,6.1
I Am Legend,"Action,Drama,Horror,Sci-Fi,Thriller",101,7.2
I Am Ali,"Action,Biography,Documentary,Sport",111,7.2
Hysteria,"Action,Comedy,Romance",105,6.7
Hunky Dory,"Action,Comedy,Drama,Music",110,6.2
Hunger,"Action,Biography,Drama",96,7.6
Hugo,"Action,Adventure,Drama,Family,Fantasy",126,7.5
How to Train Your Dragon,"Action,Adventure,Animation,Comedy,Family",98,8.1
How to Train Your Dragon 2,"Action,Adventure,Animation,Comedy,Family",102,7.8
How to Make Money Selling Drugs,"Action,Crime,Documentary",96,7.7
How to Lose a Guy in 10 Days,"Action,Comedy,Romance",116,6.4
How the Grinch Stole Christmas,"Action,Comedy,Family,Fantasy",104,6.1
How I Live Now,"Action,Drama,Romance,Sci-Fi,Thriller",101,6.5
Housebound,"Action,Comedy,Horror,Mystery,Thriller",107,6.8
House of Sand and Fog,"Action,Crime,Drama,Thriller",126,7.6
House of Last Things,"Action,Fantasy,Horror,Thriller",110,6.0
House of 1000 Corpses,"Action,Horror",89,6.1
Hours,"Action,Drama,Thriller",97,6.5
Hounddog,"Action,Drama,Music",105,6.3
Hotel Transylvania,"Action,Animation,Comedy,Family,Fantasy",91,7.1
Hotel Rwanda,"Action,Biography,Drama,History,War",121,8.1
Hot Tub Time Machine,"Action,Comedy,Sci-Fi",101,6.4
Hot Rod,"Action,Comedy",105,6.7
Hot Fuzz,"Action,Comedy,Mystery",121,7.9
Hostage,"Action,Crime,Drama,Mystery,Thriller",113,6.6
Horton Hears a Who!,"Action,Adventure,Animation,Comedy,Family",86,6.8
Horrible Bosses,"Action,Comedy,Crime",106,6.9
Horrible Bosses 2,"Action,Comedy,Crime",108,6.3
Hope Springs,"Action,Comedy,Drama,Romance",100,6.3
Homefront,"Action,Crime,Drama,Thriller",100,6.5
Home Run,"Action,Drama,Sport",113,6.0
Home,"Action,Adventure,Animation,Comedy,Family",94,6.7
Hitman,"Action,Crime,Drama,Thriller",100,6.3
Hitchcock,"Action,Biography,Drama",98,6.8
Hitch,"Action,Comedy,Romance",118,6.6
Hit and Run,"Action,Comedy,Crime,Romance",100,6.1
Hide Your Smiling Faces,"Action,Drama",81,6.1
Hidalgo,"Action,Adventure,Biography,Sport,Western",136,6.7
He's Just Not That Into You,"Action,Comedy,Drama,Romance",129,6.4
Hereafter,"Action,Drama,Fantasy",129,6.5
Here Comes the Boom,"Action,Comedy,Sport",105,6.4
Hercules,"Action,Adventure,Fantasy",98,6.0
Her,"Action,Drama,Romance,Sci-Fi",126,8.0
Hello I Must Be Going,"Action,Comedy,Drama,Romance",95,6.2
Hellion,"Action,Drama,Thriller",99,6.1
Hellboy II: The Golden Army,"Action,Adventure,Fantasy,Horror,Sci-Fi",120,7.0
Hellboy,"Action,Fantasy,Horror,Sci-Fi",122,6.9
Hector and the Search for Happiness,"Action,Adventure,Comedy,Drama",120,7.0
Heaven Knows What,"Action,Drama",97,6.6
Hateship Loveship,"Action,Drama,Romance",104,6.2
Hart's War,"Action,Drama,War",125,6.3
Harsh Times,"Action,Crime,Drama,Thriller",116,6.9
Harry Potter and the Sorcerer's Stone,"Action,Adventure,Family,Fantasy",152,7.6
Harry Potter and the Prisoner of Azkaban,"Action,Adventure,Family,Fantasy,Mystery",142,7.8
Harry Potter and the Order of the Phoenix,"Action,Adventure,Family,Fantasy,Mystery",138,7.5
Harry Potter and the Half-Blood Prince,"Action,Adventure,Family,Fantasy,Mystery",153,7.6
Harry Potter and the Goblet of Fire,"Action,Adventure,Family,Fantasy,Mystery",157,7.7
Harry Potter and the Deathly Hallows: Part 2,"Action,Adventure,Drama,Fantasy,Mystery",130,8.1
Harry Potter and the Deathly Hallows: Part 1,"Action,Adventure,Family,Fantasy,Mystery",146,7.7
Harry Potter and the Chamber of Secrets,"Action,Adventure,Family,Fantasy,Mystery",161,7.4
Harry Brown,"Action,Crime,Drama,Thriller",103,7.2
Harold & Kumar Go to White Castle,"Action,Adventure,Comedy",88,7.1
Harold & Kumar Escape from Guantanamo Bay,"Action,Adventure,Comedy",107,6.6
Hard Candy,"Action,Biography,Crime,Drama,History",104,7.1
Happythankyoumoreplease,"Action,Comedy,Drama,Romance",100,6.8
Happy Feet,"Action,Adventure,Animation,Comedy,Family",108,6.5
Hansel & Gretel: Witch Hunters,"Action,Fantasy,Horror",88,6.1
Hannibal Rising,"Action,Crime,Drama,Horror,Thriller",121,6.2
Hannibal,"Action,Crime,Drama,Thriller",131,6.8
Hanna,"Action,Adventure,Drama,Thriller",111,6.8
Hancock,"Action,Crime,Drama,Fantasy,Sci-Fi",92,6.4
Halloween,"Action,Fantasy,Horror",109,6.1
Hairspray,"Action,Comedy,Drama,Family,Music",117,6.7
Hachi: A Dog's Tale,"Action,Drama,Family",93,8.1
Guardians of the Galaxy,"Action,Adventure,Sci-Fi",121,8.1
Grudge Match,"Action,Comedy,Drama,Sport",113,6.4
Grown Ups,"Action,Comedy,Family",102,6.0
Gridiron Gang,"Action,Crime,Drama,Sport",125,6.9
Greenberg,"Action,Comedy,Drama,Romance",107,6.1
Green Zone,"Action,Drama,History,Thriller,War",115,6.8
Green Street Hooligans,"Action,Crime,Drama,Sport",109,7.5
Green Lantern: Emerald Knights,"Action,Adventure,Animation,Fantasy,Sci-Fi",105,6.8
Gravity,"Action,Adventure,Drama,Sci-Fi,Thriller",91,7.8
Grave Encounters,"Action,Horror,Mystery,Thriller",92,6.1
Grandma's Boy,"Action,Comedy",94,7.0
Gran Torino,"Action,Drama",116,8.1
Grace Is Gone,"Action,Drama",85,6.8
Grabbers,"Action,Comedy,Horror,Sci-Fi,Thriller",94,6.3
Goon,"Action,Comedy,Sport",92,6.8
Good Vibrations,"Action,Biography,Drama,Music",103,7.2
Good Kill,"Action,Drama,Thriller,War",102,6.4
Gone in Sixty Seconds,"Action,Crime,Thriller",118,6.5
Gone Girl,"Action,Crime,Drama,Mystery,Romance",149,8.1
Gone Baby Gone,"Action,Crime,Drama,Mystery,Thriller",114,7.7
Going the Distance,"Action,Comedy,Romance",105,6.3
Godzilla,"Action,Adventure,Sci-Fi,Thriller",123,6.4
God's Pocket,"Action,Crime,Drama",88,6.1
Goddess,"Action,Comedy,Musical,Romance",104,6.0
God Help the Girl,"Action,Drama,Musical,Romance",112,6.4
God Bless America,"Action,Comedy,Crime",105,7.2
Gnomeo & Juliet,"Action,Animation,Comedy,Family,Romance",84,6.0
Gladiator,"Action,Adventure,Drama,Romance",155,8.5
Girl with a Pearl Earring,"Action,Biography,Drama,Romance",100,6.9
Ginger Snaps,"Action,Drama,Fantasy,Horror,Romance",108,6.8
Gimme Shelter,"Action,Drama",105,6.5
Ghost World,"Action,Comedy,Drama",111,7.4
Gettysburg,"Action,Documentary,History,War",85,6.5
Get the Gringo,"Action,Crime,Drama,Thriller",96,7.0
Get Smart,"Action,Adventure,Comedy,Romance,Thriller",110,6.5
Get on Up,"Action,Biography,Drama,Music",139,6.9
Get Him to the Greek,"Action,Adventure,Comedy,Music",109,6.4
Get Hard,"Action,Comedy,Crime",100,6.0
George Washington,"Action,Drama",89,7.4
Generation Iron,"Action,Documentary,Drama,Sport",106,7.1
G.B.F.,"Action,Comedy,Romance",92,6.0
Garden State,"Action,Comedy,Drama,Romance",102,7.5
Gangster Squad,"Action,Crime,Drama,Thriller",113,6.7
Gangs of New York,"Action,Crime,Drama,History",167,7.5
Game Change,"Action,Biography,Drama,History",118,7.4
Fury,"Action,Drama,War",134,7.6
Furious 7,"Action,Crime,Thriller",137,7.2
Funny People,"Action,Comedy,Drama",146,6.3
Fun with Dick and Jane,"Action,Comedy,Crime",90,6.1
Fruitvale Station,"Action,Biography,Drama,Romance",85,7.5
Frozen,"Action,Adventure,Animation,Comedy,Family",102,7.5
Frost/Nixon,"Action,Biography,Drama,History",122,7.7
Frontera,"Action,Drama,Thriller,Western",103,6.6
From Paris with Love,"Action,Crime,Thriller",92,6.5
From Hell,"Action,History,Horror,Mystery,Thriller",122,6.8
Fright Night,"Action,Comedy,Horror",106,6.4
Friends with Kids,"Action,Comedy,Drama,Romance",107,6.2
Friends with Benefits,"Action,Comedy,Romance",109,6.6
Friday Night Lights,"Action,Drama,Sport",118,7.3
Frequency,"Crime,Drama,Fantasy,Mystery,Sci-Fi",118,7.4
Frequencies,"Action,Horror,Mystery,Romance,Sci-Fi",105,6.8
Freedom Writers,"Action,Biography,Crime,Drama",123,7.5
Freaky Deaky,,90,6.3
Franklyn,"Action,Drama,Fantasy,Sci-Fi,Thriller",98,6.2
Frankenweenie,"Action,Animation,Comedy,Family,Horror",87,7.0
Frank,"Action,Comedy,Drama,Music",95,7.0
Frailty,"Action,Crime,Drama,Thriller",100,7.3
Fracture,"Action,Crime,Drama,Mystery,Thriller",113,7.2
Foxfire,"Action,Crime,Drama",143,6.2
Foxcatcher,"Action,Biography,Drama,History,Sport",134,7.0
Four Lions,"Action,Comedy,Crime,Drama",97,7.3
Four Brothers,"Action,Crime,Drama,Mystery,Thriller",109,6.9
Forks Over Knives,"Action,Documentary",96,7.8
Forgetting Sarah Marshall,"Action,Comedy,Drama,Romance",111,7.2
For No Good Reason,"Action,Biography,Documentary,History,Music",89,7.0
"Food, Inc.","Action,Documentary",94,7.8
Focus,"Action,Comedy,Crime,Drama,Romance",105,6.6
Flypaper,"Action,Comedy,Crime,Mystery",87,6.4
Flyboys,"Action,Adventure,Drama,History,Romance",140,6.5
Flipped,"Action,Comedy,Drama,Romance",105,7.7
Flightplan,"Action,Drama,Mystery,Thriller",98,6.3
Flight of the Phoenix,,113,6.1
Flight,"Action,Drama,Romance,Thriller",138,7.3
Flawless,"Action,Crime,Drama,Thriller",108,6.8
Flags of our Fathers,"Action,Drama,History,War",135,7.1
Five Minutes of Heaven,"Action,Drama,Thriller",89,6.7
Fired Up!,"Action,Comedy",90,6.2
Finding Vivian Maier,"Action,Biography,Documentary,Mystery",83,7.7
Finding Neverland,"Action,Biography,Drama,Family",106,7.7
Finding Nemo,"Action,Adventure,Animation,Comedy,Family",100,8.1
Final Fantasy VII: Advent Children,"Action,Adventure,Animation,Fantasy,Sci-Fi",101,7.3
Final Fantasy: The Spirits Within,"Action,Adventure,Animation,Fantasy,Romance",106,6.4
Final Destination,"Action,Fantasy,Horror,Thriller",98,6.7
Final Destination 2,"Action,Fantasy,Horror,Mystery,Thriller",90,6.2
Filth,"Action,Comedy,Crime,Drama",97,7.1
Filmage: The Story of Descendents/All,"Action,Biography,Documentary,Music",90,8.3
Fever Pitch,"Action,Comedy,Drama,Romance,Sport",104,6.2
Felony,"Action,Thriller",105,6.1
Feast of Love,"Action,Drama,Romance",97,6.7
Fastest,"Action,Documentary,Sport",111,7.8
Faster,"Action,Crime,Drama,Thriller",98,6.5
Fast & Furious 6,"Action,Crime,Thriller",130,7.1
Fast & Furious,"Action,Crime,Drama,Thriller",107,6.6
Fast Five,"Action,Crime,Thriller",130,7.3
Fantastic Mr. Fox,"Action,Adventure,Animation,Comedy,Crime",87,7.8
Fanboys,"Action,Adventure,Comedy,Drama",105,6.6
Fading Gigolo,"Action,Comedy",90,6.2
Factory Girl,"Action,Biography,Drama",99,6.4
Extremely Loud & Incredibly Close,"Action,Adventure,Drama,Mystery",129,6.9
Exodus: Gods and Kings,"Action,Adventure,Drama,Fantasy,History",150,6.0
Excision,"Action,Comedy,Crime,Drama,Horror",81,6.1
Exam,"Action,Mystery,Thriller",101,6.9
Ex Machina,"Action,Drama,Mystery,Sci-Fi,Thriller",108,7.7
Evolution,"Action,Comedy,Sci-Fi",101,6.1
Evil Dead,"Action,Fantasy,Horror,Thriller",91,6.5
Everything Must Go,"Action,Comedy,Drama",97,6.4
Everybody's Fine,"Action,Adventure,Drama",105,7.1
EuroTrip,"Action,Comedy",92,6.6
Europa Report,"Action,Drama,Mystery,Sci-Fi,Thriller",97,6.5
Eternal Sunshine of the Spotless Mind,"Action,Drama,Fantasy,Romance,Sci-Fi",108,8.3
Escape Plan,"Action,Crime,Mystery,Sci-Fi,Thriller",115,6.7
Erased,"Action,Thriller",100,6.1
Equilibrium,"Action,Drama,Sci-Fi,Thriller",107,7.5
Epic,"Action,Adventure,Animation,Family,Fantasy",102,6.7
Enough Said,"Action,Comedy,Drama,Romance",93,7.1
Enemy at the Gates,"Action,Drama,History,Romance,Thriller",131,7.6
Enemy,"Action,Horror,Mystery,Thriller",91,6.9
Endless Love,"Action,Drama,Romance",104,6.3
Ender's Game,"Action,Fantasy,Sci-Fi",114,6.7
End of Watch,"Action,Crime,Drama,Thriller",109,7.6
Emperor,"Action,Drama,History,War",105,6.5
Elysium,"Action,Drama,Sci-Fi,Thriller",109,6.6
Elsa & Fred,"Action,Comedy,Drama,Romance",93,6.5
Elizabeth: The Golden Age,"Action,Biography,Drama,History,War",114,6.9
Elf,"Action,Comedy,Family,Fantasy,Romance",97,6.9
Eight Below,"Action,Adventure,Drama,Family",120,7.3
Edge of Tomorrow,"Action,Adventure,Sci-Fi",113,7.9
Edge of Darkness,,117,6.6
Eden,"Action,Crime,Drama",98,6.7
Easy A,"Action,Comedy,Drama,Romance",92,7.1
Eastern Promises,"Action,Crime,Drama,Mystery,Thriller",100,7.7
Eagle Eye,"Action,Mystery,Thriller",118,6.6
Duplicity,"Action,Comedy,Crime,Romance,Thriller",125,6.2
Duets,"Action,Comedy,Drama,Music,Romance",112,6.0
Due Date,"Action,Adventure,Comedy,Crime,Drama",95,6.6
Drive,"Action,Crime,Drama",100,7.8
Drinking Buddies,"Action,Comedy,Drama,Romance",90,6.1
Drift,"Action,Drama,Sport",113,6.3
Dredd,"Action,Crime,Sci-Fi",95,7.1
Dream House,"Action,Drama,Mystery,Thriller",84,6.0
Dragon Nest: Warriors' Dawn,"Action,Adventure,Animation,Family,Fantasy",88,6.4
Drag Me to Hell,"Action,Comedy,Horror,Thriller",99,6.6
Draft Day,"Action,Drama,Sport",110,6.8
Dracula Untold,"Action,Drama,Fantasy,Horror,War",92,6.3
Doubt,"Action,Drama,Mystery",104,7.5
Dorian Gray,"Action,Drama,Fantasy,Thriller",112,6.3
Dope,"Action,Comedy,Crime,Drama,Music",103,7.2
Doomsday,"Action,Sci-Fi,Thriller",113,6.0
Don't Stop Believin': Everyman's Journey,"Action,Documentary,Music",113,6.9
Don't Say a Word,,113,6.3
Donnie Darko,"Action,Drama,Sci-Fi,Thriller",113,8.1
Don Jon,"Action,Comedy,Drama,Romance",90,6.6
Domino,"Action,Biography,Crime,Drama,Thriller",127,6.0
Dom Hemingway,"Action,Comedy,Crime,Drama",93,6.2
Dolphin Tale,"Action,Drama,Family",113,6.9
Dolphin Tale 2,"Action,Drama,Family",107,6.4
Dodgeball: A True Underdog Story,"Action,Comedy,Sport",92,6.7
Doc of the Dead,"Action,Documentary",81,6.4
Django Unchained,"Action,Drama,Western",165,8.4
Divergent,"Action,Adventure,Mystery,Sci-Fi",139,6.7
Disturbia,"Action,Drama,Mystery,Thriller",105,6.9
District 9,"Action,Sci-Fi,Thriller",112,8.0
Disconnect,"Action,Drama,Thriller",115,7.6
Dirty Wars,"Action,Crime,Documentary,Drama,Mystery",87,7.5
Dirty Dancing: Havana Nights,"Action,Drama,Music,Romance",86,6.0
Dinosaur,"Action,Adventure,Animation,Family,Sci-Fi",82,6.5
Dinosaur 13,"Action,Documentary",95,7.2
Die Another Day,"Action,Adventure,Thriller",133,6.1
Diary of a Wimpy Kid: Dog Days,"Action,Comedy,Family",94,6.3
Diary of a Wimpy Kid,"Action,Comedy,Family",105,6.2
Devil's Knot,"Action,Biography,Crime,Drama,Thriller",114,6.1
Devil,"Action,Drama,Fantasy,Horror,Mystery",80,6.2
Detachment,"Action,Drama",98,7.7
Despicable Me,"Action,Adventure,Animation,Comedy,Family",95,7.7
Despicable Me 2,"Action,Adventure,Animation,Comedy,Family",98,7.4
Derailed,"Action,Crime,Drama,Thriller",108,6.6
Delivery Man,"Action,Comedy,Drama",105,6.4
Deliver Us from Evil,"Action,Biography,Crime,Horror,Mystery",118,6.2
Deja Vu,"Action,Crime,Sci-Fi,Thriller",126,7.0
"Definitely, Maybe","Action,Comedy,Drama,Romance",112,7.2
Defiance,"Action,Drama,History,Thriller,War",137,7.2
Deepsea Challenge 3D,"Action,Documentary",91,6.8
Decoding Annie Parker,"Action,Drama",91,6.3
Death Sentence,"Action,Crime,Drama,Thriller",105,6.8
Death Race,"Action,Sci-Fi,Thriller",105,6.4
Death Proof,"Action,Thriller",114,7.1
Death of a Superhero,"Action,Animation,Drama",97,7.1
Death at a Funeral,"Action,Comedy",90,7.4
Dear White People,"Action,Comedy,Drama,Romance",108,6.2
Dear John,"Action,Drama,Romance,War",108,6.3
Deadfall,"Action,Crime,Drama,Thriller",95,6.3
Dead Silence,"Action,Fantasy,Horror,Mystery,Thriller",89,6.2
Dead Man's Shoes,"Action,Crime,Drama,Thriller",90,7.7
Dead Man Down,"Action,Crime,Drama,Thriller",118,6.5
Catwoman,"Action,Adventure,Animation,Crime",105,6.9
Daydream Nation,"Action,Drama,Romance",105,6.4
Daybreakers,"Action,Fantasy,Horror,Sci-Fi,Thriller",98,6.5
Dawn of the Planet of the Apes,"Action,Adventure,Drama,Sci-Fi,Thriller",130,7.6
Dawn of the Dead,"Action,Horror,Sci-Fi,Thriller",101,7.3
Date Night,"Action,Comedy,Crime,Romance,Thriller",88,6.3
Dark Skies,"Horror,Sci-Fi,Thriller",97,6.3
Dark Shadows,"Action,Comedy,Fantasy,Horror",113,6.2
Dark Places,"Action,Drama,Mystery,Thriller",113,6.2
Danny Collins,"Action,Comedy,Drama,Music",106,7.0
Dan in Real Life,"Action,Comedy,Drama,Romance",98,6.8
Dallas Buyers Club,"Action,Biography,Drama",117,8.0
Cypher,"Action,Mystery,Romance,Sci-Fi,Thriller",95,6.8
Cut Bank,"Action,Crime,Drama,Thriller",93,6.0
Curious George,"Adventure,Animation,Comedy,Family",87,6.5
Cuban Fury,"Action,Comedy,Romance,Sport",98,6.2
Crooked Arrows,"Action,Drama,Sport",105,6.0
"Crazy, Stupid, Love.","Action,Comedy,Drama,Romance",105,7.4
Crash,"Action,Crime,Drama,Thriller",112,7.8
Crank: High Voltage,"Action,Crime,Sci-Fi,Thriller",96,6.2
Crank,"Action,Crime,Thriller",88,7.0
Cowboys & Aliens,"Action,Sci-Fi,Thriller,Western",119,6.0
Courageous,"Action,Drama",105,7.0
Corpse Bride,"Action,Animation,Drama,Family,Fantasy",77,7.4
Corner Gas: The Movie,"Action,Comedy",90,6.8
Coriolanus,"Action,Drama,Thriller,War",123,6.2
Coraline,"Action,Animation,Family,Fantasy",100,7.7
Contraband,"Action,Crime,Drama,Thriller",109,6.5
Contagion,"Action,Drama,Sci-Fi,Thriller",106,6.6
Constantine,"Action,Drama,Fantasy,Horror,Thriller",121,7.0
Confessions of a Dangerous Mind,"Action,Biography,Comedy,Crime,Drama",113,7.1
Compliance,"Action,Biography,Crime,Drama,Thriller",90,6.4
Comet,"Action,Comedy,Drama,Romance,Sci-Fi",91,6.8
Columbus Circle,"Action,Crime,Drama,Mystery,Thriller",82,6.0
Colombiana,"Action,Crime,Drama,Thriller",108,6.4
Collateral,"Action,Crime,Drama,Thriller",120,7.5
Coldwater,"Action,Drama,Thriller",104,6.4
Cold Mountain,"Action,Adventure,Drama,History,Romance",154,7.2
Cold in July,"Action,Crime,Thriller",109,6.8
Coherence,"Action,Horror,Mystery,Sci-Fi,Thriller",89,7.2
Codebreaker,"Action,Biography,Documentary,Drama",62,7.0
Cocaine Cowboys,"Action,Crime,Documentary,History",118,7.9
Coach Carter,"Action,Biography,Drama,Sport",136,7.3
Cloverfield,"Action,Adventure,Horror,Sci-Fi,Thriller",85,7.0
Cloudy with a Chance of Meatballs,"Action,Adventure,Animation,Comedy,Family",90,7.0
Cloudy with a Chance of Meatballs 2,"Action,Adventure,Animation,Comedy,Family",95,6.4
Clouds of Sils Maria,"Action,Drama",124,6.7
Cloud Atlas,"Action,Drama,Mystery,Sci-Fi",172,7.5
Closer,"Action,Drama,Romance",104,7.3
Closed Circuit,"Action,Crime,Drama,Mystery,Thriller",96,6.2
Click,"Action,Comedy,Drama,Fantasy,Romance",107,6.4
Clerks II,"Action,Comedy",97,7.4
Clear History,"Action,Comedy",101,6.5
Cleanskin,"Action,Crime,Drama,Thriller",108,6.3
City of Ember,"Action,Adventure,Family,Fantasy,Sci-Fi",90,6.5
Citizen Toxie: The Toxic Avenger IV,"Action,Comedy,Fantasy,Horror,Sci-Fi",109,6.3
Cirque du Soleil: Worlds Away,"Action,Fantasy",105,6.8
Cinderella Man,"Action,Biography,Drama,Sport",144,8.0
Cinderella,"Action,Drama,Family,Fantasy,Romance",105,6.9
Chronicle,"Action,Drama,Mystery,Sci-Fi,Thriller",89,7.1
Chocolat,"Action,Drama,Romance",121,7.3
Chloe,"Action,Drama,Horror,Mystery,Romance",96,6.3
Chinese Zodiac,"Action,Adventure",123,6.1
Chimpanzee,"Action,Documentary",105,7.2
Children of Men,"Action,Drama,Sci-Fi,Thriller",109,7.9
Chicken Run,"Action,Adventure,Animation,Comedy,Drama",84,7.0
Chicago,"Action,Comedy,Crime,Musical",113,7.2
Chef,"Action,Adventure,Comedy,Drama",114,7.3
Chasing Mavericks,"Action,Biography,Drama,Sport",105,7.2
Chasing Ice,"Action,Biography,Documentary",75,7.8
Charlie Wilson's War,"Action,Biography,Comedy,Drama,History",102,7.1
Charlie St. Cloud,"Action,Drama,Fantasy,Romance",105,6.5
Charlie Countryman,"Action,Comedy,Drama,Romance,Thriller",103,6.4
Charlie and the Chocolate Factory,"Action,Adventure,Comedy,Family,Fantasy",115,6.7
Chappie,"Action,Crime,Drama,Sci-Fi,Thriller",120,6.8
Chaos Theory,"Action,Comedy,Drama,Romance",87,6.7
Chaos,,106,6.5
Changing Lanes,"Action,Drama,Thriller",98,6.5
Changeling,"Action,Biography,Crime,Drama,History",141,7.8
Chalet Girl,"Action,Comedy,Romance,Sport",105,6.3
Chained,"Action,Crime,Drama,Horror,Thriller",94,6.4
Cesar Chavez,,102,6.4
Centurion,"Action,Adventure,Drama,History,Thriller",97,6.4
Cellular,"Action,Crime,Drama,Thriller",94,6.5
Cave of Forgotten Dreams,"Action,Documentary,History",90,7.4
Catch Me If You Can,"Action,Biography,Crime,Drama",141,8.1
Cat Shit One,"Action,Animation,War",22,7.0
Cast Away,"Action,Adventure,Drama,Romance",143,7.8
Casino Royale,"Action,Adventure,Thriller",144,8.0
Casino Jack,"Action,Biography,Comedy,Crime,Drama",108,6.2
Case 39,"Action,Horror,Mystery,Thriller",109,6.2
Cars,"Action,Adventure,Animation,Comedy,Family",117,7.1
Cars 2,"Action,Adventure,Animation,Comedy,Family",106,6.2
Carnage,"Action,Comedy,Drama",80,7.2
Captain Phillips,"Action,Biography,Drama,Thriller",134,7.8
Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi,Thriller",136,7.8
Captain America: The First Avenger,"Action,Adventure,Sci-Fi",124,6.9
Capote,"Action,Biography,Crime,Drama,History",114,7.4
Candy,"Action,Drama,Romance",108,7.3
Camp X-Ray,"Action,Drama,War",117,6.9
Calvary,"Action,Comedy,Crime,Drama",102,7.4
Cake,"Action,Drama",102,6.4
Byzantium,"Action,Drama,Fantasy,Horror,Thriller",118,6.5
Burning Man,"Action,Drama,Romance",110,6.5
Burn After Reading,"Action,Comedy,Crime,Drama",96,7.0
Burlesque,"Action,Drama,Music,Musical,Romance",119,6.4
Buried,"Action,Drama,Mystery,Thriller",95,7.0
Bruce Almighty,"Action,Comedy,Drama,Fantasy",101,6.7
Brothers,"Action,Drama,Thriller,War",105,7.1
Brother,"Action,Crime,Drama,Thriller",114,7.2
Brooklyn's Finest,"Crime,Drama,Thriller",132,6.7
Bronson,"Action,Biography,Crime,Drama",92,7.1
Broken City,"Action,Crime,Drama,Mystery,Thriller",109,6.2
Broken,"Action,Drama,Romance",91,7.3
Brokeback Mountain,"Action,Drama,Romance",134,7.7
Bring It On,"Action,Comedy,Romance,Sport",98,6.0
Bridge to Terabithia,"Action,Adventure,Drama,Family,Fantasy",96,7.2
Bridesmaids,"Action,Comedy,Romance",125,6.8
Brick,"Action,Comedy,Crime,Drama,Mystery",110,7.4
Breathe In,"Action,Drama,Romance",98,6.4
Brave,"Action,Adventure,Animation,Comedy,Family",93,7.1
Brake,"Action,Thriller",92,6.1
Boyhood,"Action,Drama",165,7.9
Boychoir,"Action,Drama,Music",103,6.7
Boy,"Action,Comedy,Drama",87,7.5
Born to Race,"Action,Sport",99,6.1
Born to Be Wild,"Action,Adventure,Documentary",105,7.6
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Action,Comedy",84,7.3
Bolt,"Action,Adventure,Animation,Comedy,Drama",96,6.9
Body of Lies,"Action,Drama,Romance,Thriller,War",128,7.1
Blue Valentine,"Action,Drama,Romance",112,7.4
Blue Ruin,"Action,Crime,Drama,Thriller",90,7.1
Blue Jasmine,"Action,Drama,Romance",98,7.3
Blow,"Action,Biography,Crime,Drama,History",124,7.6
Blood Ties,"Action,Crime,Drama,Thriller",127,6.5
Blood: The Last Vampire,"Action,Animation,Horror",48,6.7
Blood Diamond,"Action,Adventure,Drama,History,Thriller",143,8.0
Blood and Bone,"Action,Drama",93,6.7
Blitz,"Action,Comedy,Crime,Drama,Thriller",97,6.2
Blindness,"Action,Drama,Mystery,Sci-Fi,Thriller",121,6.6
Blended,"Action,Comedy,Romance",117,6.5
Blades of Glory,"Action,Comedy,Sport",105,6.3
Blade II,"Action,Horror,Sci-Fi,Thriller",117,6.7
Blackthorn,"Action,Adventure,Western",102,6.6
Black Swan,"Action,Drama,Thriller",108,8.0
Black Snake Moan,"Action,Drama,Music",116,7.0
Black or White,"Action,Documentary,Drama",105,6.6
Black Hawk Down,"Action,Drama,History,Thriller,War",144,7.7
Black Dynamite,"Action,Comedy",84,7.4
Birdman or,"Action,Comedy,Drama,Romance",119,7.7
Bigger Stronger Faster*,"Action,Documentary,Sport",105,7.6
Big Miracle,"Action,Biography,Drama,Romance",107,6.5
Big Hero 6,"Action,Adventure,Animation,Comedy,Drama",102,7.8
Big Fish,"Action,Adventure,Drama,Fantasy,Romance",125,8.0
Big Eyes,"Action,Biography,Crime,Drama,Romance",106,7.0
