Title,Genre,Runtime,Rating
Terra Mater Big Bugs - Kleine Krabbler ganz groß,"Action,Documentary",105,7.4
Beyond the Lights,"Action,Drama,Music,Romance",116,6.9
Beyond the Edge,"Action,Adventure,Documentary,Drama,History",90,6.9
Bettie Page Reveals All,"Action,Documentary",101,7.1
Best Man Down,"Action,Comedy,Drama",89,6.4
Bernie,"Action,Biography,Comedy,Crime,Drama",99,6.8
Beowulf,"Action,Adventure,Animation,Fantasy,History",115,6.2
Beneath the Harvest Sky,"Action,Crime,Drama,Romance",116,6.2
Beneath Hill 60,"Action,Drama,History,War",122,7.1
Belle,"Action,Biography,Drama,History,Romance",100,7.4
Being Flynn,"Action,Drama",105,6.4
Behind the Candelabra,"Action,Biography,Drama,Romance",118,7.0
Behind Enemy Lines,"Action,Drama,History,Thriller,War",106,6.4
Beginners,"Action,Comedy,Drama,Romance",105,7.2
Begin Again,"Action,Comedy,Drama,Music,Romance",104,7.4
Before Sunset,"Action,Drama,Romance",80,8.1
Before Night Falls,"Action,Biography,Drama,Romance",133,7.3
Before Midnight,"Action,Drama,Romance",109,7.9
Before I Go to Sleep,"Action,Drama,Mystery,Romance,Thriller",92,6.3
Beerfest,"Action,Comedy",110,6.3
Bee Movie,"Action,Adventure,Animation,Comedy,Family",91,6.1
Bedtime Stories,"Action,Comedy,Family,Fantasy,Romance",99,6.1
Bedazzled,"Action,Comedy,Fantasy,Romance",93,6.0
Beautiful Creatures,"Action,Drama,Fantasy,Romance",124,6.2
Be Kind Rewind,"Action,Comedy,Drama",102,6.4
Battlestar Galactica: Blood & Chrome,"Action,Sci-Fi",91,7.0
Battle Royale,"Action,Adventure,Drama,Sci-Fi,Thriller",114,7.7
Batman: Year One,"Action,Animation,Crime,Drama,Thriller",105,7.4
Batman: Under the Red Hood,"Action,Animation,Crime,Drama,Sci-Fi",75,8.1
"Batman: The Dark Knight Returns, Part 2","Action,Adventure,Animation,Crime,Drama",76,8.4
"Batman: The Dark Knight Returns, Part 1","Action,Adventure,Animation,Crime,Drama",76,8.0
Batman: Mystery of the Batwoman,"Action,Animation,Crime,Mystery,Romance",105,6.7
Batman Begins,"Action,Adventure,Thriller",140,8.3
Batman: Assault on Arkham,"Action,Adventure,Animation,Comedy,Crime",76,7.5
Basic,"Action,Crime,Drama,Mystery,Thriller",98,6.5
Barefoot,"Action,Comedy,Drama,Romance",90,6.6
Balto: Wolf Quest,"Action,Adventure,Animation,Family,Fantasy",105,6.2
Balto III: Wings of Change,"Action,Adventure,Animation,Family,Musical",76,6.5
Ballet 422,"Action,Documentary,Music,Sport",75,6.2
Bad Words,"Action,Comedy,Drama",89,6.7
Bad Santa,"Action,Comedy,Crime,Drama",91,7.1
Bad Lieutenant: Port of Call New Orleans,"Action,Crime,Drama",122,6.6
Bad Boys II,"Action,Comedy,Crime,Drama,Thriller",147,6.6
Babel,"Action,Drama",143,7.5
Avatar,"Action,Adventure,Fantasy,Sci-Fi",162,7.8
Automata,"Action,Sci-Fi,Thriller",109,6.1
Australia,"Action,Adventure,Drama,Romance,War",165,6.6
Austin Powers in Goldmember,"Action,Adventure,Comedy,Crime,Sci-Fi",94,6.2
Austenland,"Action,Comedy,Romance",97,6.3
August Rush,"Action,Drama,Music",114,7.5
August: Osage County,"Action,Drama",121,7.2
Attila,"Action,Adventure,Biography,Drama,History",177,6.7
Attack the Block,"Action,Comedy,Sci-Fi,Thriller",88,6.6
Atlantis: The Lost Empire,"Action,Adventure,Animation,Family,Fantasy",95,6.8
Astro Boy,"Action,Animation,Comedy,Family,Sci-Fi",94,6.3
Assault on Wall Street,"Action,Crime,Drama,Thriller",99,6.1
Assault on Precinct 13,"Action,Crime,Drama,Thriller",109,6.3
Ashens and the Quest for the Gamechild,"Action,Adventure,Comedy",88,6.2
"As Above, So Below","Action,Fantasy,Horror,Mystery,Thriller",93,6.2
Arthur Christmas,"Action,Adventure,Animation,Comedy,Drama",97,7.1
Arthur and the Invisibles,"Action,Adventure,Animation,Family,Fantasy",94,6.0
Argo,"Action,Adventure,Biography,Drama,History",120,7.7
Arbitrage,"Action,Drama,Thriller",107,6.6
Appleseed Alpha,"Action,Animation,Sci-Fi",93,6.6
Appaloosa,"Action,Crime,Drama,Romance,Western",115,6.8
Any Day Now,"Action,Drama,Romance",98,7.5
Antichrist,"Action,Drama,Fantasy,Horror,Thriller",108,6.6
Antarctica: A Year on Ice,"Action,Adventure,Biography,Documentary,Drama",91,7.6
Another Earth,"Action,Drama,Romance,Sci-Fi",92,7.0
Anonymous,"Action,Drama,History,Thriller",130,6.9
Anna Karenina,"Action,Drama,Romance",129,6.6
Anna,"Action,Drama,Mystery,Sci-Fi,Thriller",99,6.5
Anger Management,"Action,Comedy",106,6.2
Angels & Demons,"Action,Mystery,Thriller",138,6.7
Anchorman: The Legend of Ron Burgundy,"Action,Comedy",94,7.2
Anchorman 2: The Legend Continues,"Action,Comedy",119,6.3
An Unfinished Life,"Action,Adventure,Drama,Romance",108,7.0
An Alternative Reality: The Football Manager Documentary,"Action,Documentary",72,6.9
An Adventure in Space and Time,"Action,Biography,Drama,History",90,8.3
Amira & Sam,"Action,Comedy,Drama,Romance",90,6.2
American Sniper,"Action,Biography,Drama,History,Thriller",133,7.3
American Reunion,"Action,Comedy",113,6.7
American Psycho,"Action,Comedy,Crime,Drama,Horror",102,7.6
American Hustle,"Action,Crime,Drama,History",138,7.3
American Gangster,"Action,Biography,Crime,Drama,History",157,7.8
Amen.,"Action,Biography,Crime,Drama,War",132,7.3
Altman,"Action,Documentary",96,6.8
Alpha Dog,"Action,Biography,Crime,Drama",117,6.9
Along Came a Spider,"Action,Crime,Drama,Thriller",104,6.3
"Aloha, Scooby-Doo!","Action,Adventure,Animation,Comedy,Family",74,6.5
Almost Famous,"Action,Adventure,Comedy,Drama,Music",122,7.9
All-Star Superman,"Action,Animation,Sci-Fi",105,7.0
Alive Inside,"Action,Documentary,News",78,8.2
Alice in Wonderland,"Action,Adventure,Family,Fantasy",108,6.5
Ali,"Action,Biography,Drama,History,Sport",157,6.8
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Action,Comedy,Family",81,6.2
Alan Partridge,"Action,Comedy,Crime",90,6.9
Ain't Them Bodies Saints,"Action,Crime,Drama,Romance",96,6.4
A.I. Artificial Intelligence,"Action,Adventure,Drama,Sci-Fi",146,7.1
Agora,"Action,Adventure,Biography,Drama,History",127,7.2
African Cats,"Action,Adventure,Documentary",105,7.6
Adventureland,"Action,Comedy,Drama,Romance",105,6.8
Adore,"Action,Drama,Romance",105,6.2
Adaptation.,"Action,Comedy,Drama",114,7.7
Act of Valor,"Action,Adventure,Drama,Thriller,War",110,6.5
Across the Universe,"Action,Drama,Fantasy,Musical,Romance",133,7.4
About Time,"Action,Comedy,Drama,Fantasy,Romance",123,7.8
About Last Night,"Action,Comedy,Romance",100,6.1
About Alex,"Action,Drama",99,6.4
About a Boy,"Action,Comedy,Drama,Romance",101,7.1
A Walk to Remember,"Action,Drama,Family,Music,Romance",101,7.4
A Walk Among the Tombstones,"Action,Crime,Drama,Mystery,Thriller",114,6.5
A Very Harold & Kumar 3D Christmas,"Action,Adventure,Comedy",90,6.3
A Scanner Darkly,"Action,Animation,Crime,Drama,Mystery",100,7.1
A Perfect Getaway,"Action,Adventure,Mystery,Thriller",98,6.5
A Most Wanted Man,"Action,Crime,Drama,Thriller",122,6.8
A Most Violent Year,"Action,Crime,Drama,Thriller",125,7.0
A Million Ways to Die in the West,"Action,Comedy,Romance,Western",116,6.1
A Master Builder,"Action,Drama",130,6.1
A Man Apart,"Action,Crime,Drama,Thriller",109,6.1
A Lot Like Love,"Action,Comedy,Drama,Romance",107,6.6
A Long Way Down,"Action,Comedy,Drama",96,6.4
A Lonely Place to Die,"Action,Adventure,Crime,Drama,Thriller",99,6.3
A Little Bit of Heaven,"Action,Comedy,Drama,Fantasy,Romance",105,6.3
A Knight's Tale,"Action,Adventure,History,Romance",132,6.9
A History of Violence,"Action,Crime,Drama,Thriller",96,7.5
A Good Year,"Action,Comedy,Drama,Romance",117,7.0
A Fork in the Road,"Action,Comedy,Crime",105,6.1
A Dangerous Method,"Action,Biography,Drama,History,Romance",99,6.5
A Christmas Carol,"Action,Animation,Drama,Family,Fantasy",96,6.8
A Brilliant Young Mind,"Action,Comedy,Drama,Romance",111,7.2
A Beautiful Mind,"Action,Biography,Drama,Romance",135,8.2
9,"Action,Adventure,Animation,Drama,Family",79,7.1
8 Mile,"Action,Drama,Music",110,7.1
'71,"Action,Drama,Thriller,War",99,7.2
6 Souls,"Action,Horror,Mystery,Thriller",112,6.1
6 Bullets,"Action,Crime,Drama,Thriller",115,6.1
50/50,"Action,Comedy,Drama,Romance",100,7.7
500 Days of Summer,"Action,Comedy,Drama,Romance",95,7.7
50 First Dates,"Action,Comedy,Drama,Romance",99,6.8
47 Ronin,"Action,Adventure,Drama,Fantasy",119,6.3
42,"Action,Biography,Drama,Sport",128,7.5
360,"Action,Drama,Romance,Thriller",110,6.2
3:10 to Yuma,"Action,Adventure,Crime,Drama,Western",122,7.7
300: Rise of an Empire,"Action,Drama,Fantasy,History,War",102,6.2
300,"Action,Drama,Fantasy,War",117,7.7
30 Minutes or Less,"Action,Comedy,Crime",83,6.1
30 Days of Night,"Action,Horror,Thriller",113,6.6
3 Days to Kill,"Action,Drama,Thriller",117,6.2
28 Weeks Later,"Action,Drama,Horror,Sci-Fi",100,7.0
28 Days Later...,"Action,Drama,Horror,Sci-Fi,Thriller",113,7.6
27 Dresses,"Action,Comedy,Romance",111,6.1
22 Jump Street,"Action,Comedy,Crime",112,7.0
22 Bullets,"Action,Crime,Thriller",117,6.7
21 Jump Street,"Action,Comedy,Crime",109,7.2
21 Grams,"Action,Crime,Drama,Thriller",124,7.7
21,"Action,Biography,Crime,Drama,Thriller",123,6.8
"20,000 Days on Earth","Action,Documentary,Drama,Music",97,7.5
2 Guns,"Action,Comedy,Crime,Drama,Thriller",109,6.7
17 Again,"Action,Comedy,Drama,Family,Fantasy",102,6.4
16 Blocks,"Action,Crime,Drama,Thriller",102,6.6
1408,"Action,Drama,Fantasy,Horror",104,6.8
13 Sins,"Action,Horror,Thriller",93,6.3
13,"Action,Drama,Thriller",91,6.1
12 Years a Slave,"Action,Biography,Drama,History",134,8.1
100 Bloody Acres,,91,6.0
10 Years,"Comedy,Drama,Romance",105,6.1
What Happened to Monday,"Action,Adventure,Crime,Drama,Mystery",123,6.9
Memoirs of a Murderer,"Drama,Mystery,Thriller",118,6.9
The Preppie Connection,"Crime,Drama",95,6.1
Avicii: True Stories,Documentary,97,7.7
Chasing Valentine,"Drama,Thriller",87,7.0
Priceless,"Crime,Drama,Romance,Thriller",97,6.1
Loving,"Biography,Drama,Romance",123,7.0
Kodachrome,Drama,105,6.8
The Childhood of a Leader,Drama,115,6.2
Tale of Tales,"Drama,Fantasy,Horror",134,6.4
Dealt,"Biography,Documentary",85,7.7
City of God,"Crime,Drama",130,8.6
Batman Ninja,"Action,Animation",85,5.8
What Lies Beneath,"Drama,Fantasy,Horror,Mystery,Thriller",130,6.6
Under Our Skin 2: Emergence,Documentary,64,8.2
Toomelah,"Crime,Drama",105,6.2
Spirited Away,"Adventure,Animation,Family,Fantasy,Mystery",125,8.6
Something New,"Comedy,Drama,Romance",99,6.8
Session 9,"Horror,Mystery",100,6.5
Mysteries of the Unseen World,Documentary,39,7.6
The Young Karl Marx,"Biography,Drama,History",118,6.6
The Music of Silence,Biography,115,6.2
The Leisure Seeker,"Adventure,Comedy,Drama,Romance",112,6.6
Fishbowl California,"Comedy,Drama",83,5.5
County Line,"Action,Drama,Western",88,5.2
Benji,"Crime,Drama,Family",87,6.4
Oldboy,"Action,Drama,Mystery,Thriller",120,8.4
Black Panther,"Action,Adventure,Sci-Fi",134,7.5
The Lives of Others,"Drama,Thriller",137,8.4
Once Upon a Time in Anatolia,"Crime,Drama",157,7.8
Patients,"Comedy,Drama",110,7.4
Bombshell: The Hedy Lamarr Story,"Biography,Documentary,History,War",88,7.4
Dangal,"Action,Biography,Drama,Sport",161,8.5
The Intouchables,"Biography,Comedy,Drama",112,8.5
Shortwave,"Sci-Fi,Thriller",85,5.8
Tremors: A Cold Day in Hell,"Action,Comedy,Horror,Sci-Fi",98,5.4
Dead End,"Adventure,Horror,Mystery,Thriller",85,6.7
Modern Life Is Rubbish,"Comedy,Music,Romance",105,5.9
3 Idiots,"Comedy,Drama",170,8.4
Like Stars on Earth,"Drama,Family",165,8.4
Amélie,"Comedy,Romance",122,8.3
Mobile Homes,Drama,105,6.1
Game Night,"Comedy,Crime,Mystery,Thriller",100,7.1
Anon,"Sci-Fi,Thriller",100,6.0
Bah Humduck!: A Looney Tunes Christmas,"Animation,Comedy,Family,Musical,Sci-Fi",105,6.5
The Hunt,Drama,115,8.3
A Separation,"Drama,Mystery",123,8.3
Red Sparrow,"Drama,Mystery,Thriller",140,6.6
Lean on Pete,"Adventure,Drama",121,7.3
Fifty Shades of Grey,"Action,Drama,Romance,Thriller",125,4.1
Fifty Shades Freed,"Drama,Romance,Thriller",105,4.4
Naples in Veils,Thriller,113,5.9
Early Man,"Adventure,Animation,Comedy,Family,Fantasy",89,6.2
The Kissing Booth,"Comedy,Romance",105,6.5
Revenge,"Action,Horror,Thriller",108,6.4
Walk with Me,Documentary,94,6.4
An Uncommon Grace,"Drama,Romance",90,6.7
Pumpkin and Mayonnaise,Drama,105,6.1
A Fantastic Woman,Drama,100,7.3
The Bachelors,"Comedy,Drama",99,6.7
Kung Fu Traveler,"Action,Sci-Fi,Thriller",98,6.0
Tehran Taboo,"Animation,Drama",96,6.9
Retribution,"Crime,Drama,Thriller",75,6.6
Kaleidoscope,Thriller,100,5.8
An Honest Liar,"Biography,Comedy,Documentary,History",90,7.5
In the Fade,"Crime,Drama",106,7.1
Minuscule: Valley of the Lost Ants,"Adventure,Animation,Family",89,7.1
Pacific Rim: Uprising,"Action,Adventure,Sci-Fi",111,5.7
Scooby-Doo! Moon Monster Madness,"Adventure,Animation,Comedy,Family,Mystery",80,6.6
Be Here Now,"Biography,Documentary,Drama,Family",100,8.7
Stockholm,"Drama,Romance",90,7.1
Caroline and Jackie,Drama,105,6.7
Burn Out,"Action,Thriller",107,6.1
Lane 1974,"Adventure,Biography,Drama",79,6.3
First Period,Comedy,100,6.4
Balu Mahi,"Adventure,Drama,Romance",150,7.0
Finding Sofia,Comedy,112,5.1
Club Sandwich,Comedy,82,6.5
Swinging Safari,"Comedy,Drama",97,5.8
Shuttle Life,Drama,91,6.7
Gringo,"Action,Comedy,Crime",111,6.0
Thoroughbreds,"Drama,Thriller",92,7.0
Death Wish,"Action,Crime,Drama,Thriller",107,6.4
Beatriz at Dinner,"Comedy,Drama",82,6.1
Transformers: The Last Knight,"Action,Adventure,Sci-Fi",154,5.2
Baywatch,"Action,Comedy,Crime,Drama",116,5.6
Assassin's Creed,"Action,Adventure,Drama,Fantasy,Sci-Fi",115,5.8
Fifty Shades Darker,"Action,Drama,Romance",118,4.6
xXx: Return of Xander Cage,"Action,Adventure,Thriller",107,5.2
The Mummy,"Action,Adventure,Fantasy,Thriller",105,5.5
The 5th Wave,"Action,Adventure,Sci-Fi,Thriller",112,5.2
Jupiter Ascending,"Action,Adventure,Sci-Fi",127,5.3
Resident Evil: The Final Chapter,"Action,Horror,Sci-Fi,Thriller",107,5.6
Underworld: Blood Wars,"Action,Adventure,Fantasy,Horror",91,5.8
Max Steel,"Action,Adventure,Family,Fantasy,Sci-Fi",92,4.6
The Dark Tower,"Action,Adventure,Fantasy,Horror,Sci-Fi",95,5.7
Pixels,"Action,Animation,Comedy,Family,Fantasy",105,5.6
Dumb and Dumber To,"Action,Adventure,Comedy",109,5.6
Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",165,5.7
Geostorm,"Action,Sci-Fi,Thriller",109,5.4
Smurfs: The Lost Village,"Adventure,Animation,Comedy,Family,Fantasy",90,5.9
American Heist,"Action,Crime,Drama,Thriller",94,5.2
Ben-Hur,"Action,Adventure,Drama,History",123,5.7
Sleepless,"Action,Crime,Thriller",105,5.6
Insidious: The Last Key,"Horror,Mystery,Thriller",103,5.7
Fist Fight,"Action,Comedy",91,5.6
Wild Card,"Action,Crime,Drama,Thriller",92,5.6
The Hallow,"Action,Horror",97,5.7
Noah,"Action,Adventure,Drama",138,5.8
Keeping Up with the Joneses,"Action,Comedy",105,5.9
The Emoji Movie,"Adventure,Animation,Comedy,Family,Sci-Fi",86,3.1
Office Christmas Party,Comedy,105,5.8
Ride Along 2,"Action,Comedy",102,5.9
Monster Trucks,"Action,Adventure,Animation,Comedy,Family",104,5.7
The Circle,"Drama,Sci-Fi,Thriller",110,5.3
Kevin Hart: What Now?,"Comedy,Documentary",96,5.8
San Andreas Quake,"Action,Sci-Fi",84,2.0
Seventh Son,"Action,Adventure,Fantasy",102,5.5
Annabelle,"Action,Horror,Mystery,Thriller",99,5.4
Fifty Shades of Black,Comedy,92,3.5
Enter The Warriors Gate,"Action,Adventure,Comedy,Fantasy",108,5.3
Once Upon a Time in Venice,"Action,Comedy,Thriller",94,5.3
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy,Fantasy,Sci-Fi",101,5.8
Dirty Grandpa,"Action,Comedy",102,5.9
Masterminds,"Action,Comedy,Crime",95,5.8
Rings,"Drama,Horror",102,4.5
Sex Tape,"Action,Comedy,Romance",94,5.1
Tracers,"Action,Crime,Drama,Thriller",94,5.6
47 Metres Down,"Adventure,Drama,Horror,Thriller",89,5.7
Mine,"Action,Thriller,War",106,5.9
Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy,Thriller",106,5.9
The Hangover Part III,"Action,Comedy,Crime",100,5.9
Twilight,"Action,Drama,Fantasy,Romance",122,5.2
Independence Day: Resurgence,"Action,Adventure,Sci-Fi",120,5.2
Collide,"Action,Crime,Thriller",99,5.7
Cult of Chucky,"Horror,Thriller",91,5.2
G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi,Thriller",110,5.8
Survivor,"Action,Crime,Thriller",96,5.6
Dragonheart 3: The Sorcerer's Curse,"Action,Adventure,Fantasy",98,5.2
Vice,"Action,Adventure,Sci-Fi,Thriller",96,4.2
Jigsaw,"Crime,Horror,Mystery,Thriller",92,5.8
The Boy Next Door,"Action,Mystery,Romance,Thriller",91,4.7
USS Indianapolis: Men of Courage,"Action,Drama,History,Thriller,War",128,5.2
Security,"Action,Crime,Thriller",88,5.7
A Good Day to Die Hard,"Action,Crime,Thriller",98,5.3
All Eyez on Me,"Biography,Drama,Music",139,5.8
Aloha,"Action,Comedy,Drama,Romance",105,5.4
Knock Knock,"Action,Crime,Drama,Horror,Mystery",99,4.9
Aftermath,"Drama,Thriller",94,5.7
Point Break,"Action,Crime,Sport,Thriller",114,5.3
Alien Outpost,"Action,Sci-Fi,Thriller",90,4.8
Rough Night,Comedy,101,5.2
The Nut Job 2: Nutty by Nature,"Action,Adventure,Animation,Comedy,Family",91,5.3
Rock Dog,"Action,Adventure,Animation,Comedy,Family",90,5.9
Pompeii,"Action,Adventure,Drama,History,Romance",105,5.5
War on Everyone,"Action,Comedy",98,5.8
Kidnap,"Action,Crime,Drama,Mystery,Thriller",95,5.9
The Cobbler,"Action,Comedy,Drama,Fantasy",99,5.8
The Twilight Saga: Eclipse,"Action,Adventure,Drama,Fantasy,Romance",124,5.0
The Titan,"Sci-Fi,Thriller",97,4.9
Ozzy,"Action,Adventure,Animation,Comedy,Family",90,5.2
Ice Age: Collision Course,"Action,Adventure,Animation,Comedy,Family",94,5.7
The Twilight Saga: Breaking Dawn - Part 1,"Action,Adventure,Drama,Fantasy,Romance",117,4.9
Mortdecai,"Action,Comedy,Crime,Mystery,Romance",107,5.5
Alvin and the Chipmunks: The Road Chip,"Action,Adventure,Animation,Comedy,Family",105,5.1
Operation Dunkirk,"Action,History,War",96,3.4
Snatched,"Action,Comedy",90,4.4
Hitman: Agent 47,"Action,Adventure,Crime,Sci-Fi,Thriller",96,5.7
Hot Tub Time Machine 2,"Action,Comedy,Sci-Fi",93,5.1
Grown Ups 2,"Action,Comedy",101,5.4
The Purge,"Action,Horror,Sci-Fi,Thriller",85,5.7
Clown,"Action,Drama,Fantasy,Horror,Thriller",100,5.7
The Legend of Hercules,"Action,Adventure,Fantasy",105,4.2
The House,Comedy,88,5.6
R.I.P.D.,"Action,Adventure,Comedy,Fantasy,Sci-Fi",105,5.6
Carrie,"Action,Drama,Fantasy,Horror",100,5.9
A Bad Moms Christmas,"Adventure,Comedy",104,5.5
Blair Witch,"Action,Horror,Thriller",89,5.0
2 Fast 2 Furious,"Action,Crime,Thriller",107,5.9
The Smurfs 2,"Action,Adventure,Animation,Comedy,Family",105,5.4
"I, Frankenstein","Action,Fantasy,Horror,Sci-Fi,Thriller",92,5.1
Sex Doll,"Action,Thriller",102,4.4
Dragonheart: Battle for the Heartfire,Fantasy,98,5.2
The Mortal Instruments: City of Bones,"Action,Adventure,Fantasy,Horror,Mystery",130,5.9
The Nut Job,"Action,Adventure,Animation,Comedy,Family",85,5.8
Northmen - A Viking Saga,"Action,Adventure",97,5.4
Exposed,"Action,Crime,Drama,Fantasy,Mystery",102,4.3
The Snowman,"Crime,Drama,Horror,Mystery,Thriller",119,5.1
Flatliners,"Drama,Horror,Sci-Fi,Thriller",109,5.2
First Kill,"Action,Crime,Thriller",97,4.9
The Osiris Child,"Action,Adventure,Drama,Horror,Sci-Fi",105,5.6
Time Traveller,"Action,Adventure,Romance,Sci-Fi",109,4.5
All Creatures Big and Small,"Action,Adventure,Animation,Comedy",87,5.8
After Earth,"Action,Adventure,Sci-Fi",100,4.9
Bad Santa 2,"Action,Comedy,Crime,Drama",92,5.6
The Trust,"Action,Comedy,Crime,Drama,Thriller",92,5.4
Planes,"Action,Adventure,Animation,Comedy,Family",91,5.7
Unfinished Business,"Action,Comedy",91,5.4
Boo 2! A Madea Halloween,"Comedy,Horror",101,3.6
Blackhat,"Action,Crime,Drama,Mystery,Thriller",133,5.4
S.W.A.T.: Under Siege,"Action,Crime,Thriller",89,4.4
The Gunman,"Action,Crime,Drama,Mystery,Thriller",115,5.8
Samson,"Action,Drama",110,4.2
Annie,"Action,Comedy,Drama,Family,Musical",118,5.3
Morgan,"Action,Horror,Mystery,Sci-Fi,Thriller",92,5.8
The Twilight Saga: New Moon,"Action,Adventure,Drama,Fantasy,Romance",130,4.7
2:22,"Action,Thriller",98,5.7
The Transporter Refueled,"Action,Adventure,Comedy,Crime,Thriller",96,5.2
Vengeance: A Love Story,"Action,Crime,Thriller",99,5.2
Tarzan,"Action,Adventure,Animation,Drama,Family",94,4.8
Sleight,,89,5.9
Fantastic Four,"Action,Adventure,Sci-Fi",100,4.3
Neighbors 2: Sorority Rising,"Action,Comedy",92,5.7
Beyond Skyline,"Action,Adventure,Horror,Sci-Fi,Thriller",106,5.3
Percy Jackson & the Olympians: The Lightning Thief,"Action,Adventure,Family,Fantasy",118,5.9
The Bye Bye Man,"Action,Horror,Thriller",97,4.3
Unforgettable,"Drama,Thriller",100,5.0
Downsizing,"Comedy,Drama,Sci-Fi",135,5.7
Mercenary: Absolution,"Action,Adventure,Crime,Thriller",96,4.5
The Counsellor,"Action,Crime,Drama,Thriller",117,5.3
Mythica: The Iron Crown,"Action,Adventure,Fantasy",93,5.4
Overdrive,"Action,Adventure,Crime,Thriller",93,5.4
Pan,"Action,Adventure,Family,Fantasy",111,5.8
Drone,Thriller,91,5.3
Green Lantern,"Action,Adventure,Romance,Sci-Fi,Thriller",114,5.6
Birth of the Dragon,"Action,Biography,Drama",95,5.3
Jobs,"Action,Biography,Drama",128,5.9
Into the Storm,"Action,Sci-Fi,Thriller",89,5.8
The Assignment,"Action,Crime,Thriller",95,4.6
Guardians of the Tomb,"Action,Adventure,Horror",90,4.9
Eliminators,Action,94,5.5
Fallen,"Action,Adventure,Drama,Fantasy,Romance",91,5.5
Max 2: White House Hero,"Action,Family",85,5.2
Inconceivable,"Drama,Thriller",105,5.2
Billionaire Ransom,"Action,Adventure,Crime,Drama,Thriller",107,5.5
Journey 2: The Mysterious Island,"Action,Adventure,Comedy,Family,Fantasy",94,5.8
How to Be a Latin Lover,"Comedy,Drama",115,5.9
The Girl from the Song,"Action,Drama,Music,Romance",102,5.6
Bad Teacher,"Action,Comedy",92,5.6
Bachelor Night,"Action,Comedy",88,3.5
Boo! A Madea Halloween,"Action,Comedy,Horror",103,4.6
